ID NO,Name,Title,Date,Venue,Region,Oppose/Support,Party Affiliation,IDNO,Name,Month,Day ,Year,WC,WPS,Sixltr,Dic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct
1070,Holt,Representative,24-Jun-11,House,Libya,0,D,1070,Holt,6,24,11,240,17.14,29.58,77.08,50,15.42,8.33,3.75,4.17,0,0.42,0,7.08,4.58,9.58,6.25,0.83,5.42,2.08,1.25,14.17,6.25,2.08,2.08,0.42,0,7.5,0,0.42,0.83,5.83,3.33,2.5,0,2.08,0.42,14.58,1.67,0.83,1.67,1.67,0.83,0.42,5,2.5,1.67,0,1.67,0,0.42,0.42,0,0,0,13.75,4.58,3.75,5,1.67,4.17,0.83,0,0.42,0,0.42,0.42,0,0,5.83,5.83,0,0,0,0,0.83,0,0,0,0,12.5
1084,Hoyer,Representative,24-Jun-11,House,Libya,1,D,1084,Hoyer,6,24,11,541,18.66,27.73,72.83,47.32,11.83,6.84,1.66,3.14,0,1.48,0.55,4.99,7.02,13.12,7.39,2.4,8.13,1.66,0.74,14.05,4.62,1.11,1.85,0.37,0,10.17,0,0.18,1.29,4.81,2.4,2.4,0.37,0.92,0.37,13.86,1.66,1.11,1.85,0.74,1.11,1.66,4.81,2.03,0.55,0,0.37,0.18,0.37,0.37,0,0,0,14.79,2.4,8.5,3.33,1.66,2.4,0.18,0.55,0,0.37,0.37,0,0,0.18,5.36,6.65,0,0,0.18,0,0.18,0,1.66,0,0,14.05
671,Jackson-Lee,Representative,17-Mar-11,House,Libya,1,D,671,Jackson-Lee,3,17,11,230,13.53,20.87,80,56.09,17.83,12.61,0.87,7.83,0.43,3.48,0,5.22,5.65,12.17,10,3.04,7.83,0.87,3.91,8.26,9.57,1.74,0.43,0.43,0,18.7,0.87,0,2.17,6.96,5.65,1.3,0,1.3,0,18.26,0.43,0.43,1.3,0.43,1.74,0.43,10.87,3.04,2.17,0.87,1.3,0,2.17,0.87,0.43,0,0.87,11.3,2.17,5.22,3.04,0,2.17,0,0,0,0,2.17,0,0,0,6.96,7.39,0,0,0.87,0,0.87,0,0,0,0,16.09
1042,Jackson-Lee,Representative,3-Jun-11,House,Libya,1,D,1042,Jackson-Lee,6,3,11,2376,20.31,36.03,67.05,39.56,4.92,2.31,0.72,0.72,0,0.46,0.42,2.61,7.83,8.63,5.64,2.27,3.49,1.18,1.09,14.6,4.21,0.67,1.14,0.93,0,6.02,0.13,0.13,1.85,5.68,2.1,3.58,0.17,2.44,0.63,12.92,1.52,2.23,0.67,1.52,1.22,2.02,3.7,1.01,0.76,0.17,0.21,0.29,0.76,0.13,0.42,0.17,0.04,12.37,1.77,7.24,3.07,3.24,2.9,0.42,0.21,0.42,0.17,0.84,0.08,0.04,0,6.06,4.76,0.08,0.08,0,0,0.67,0,2.06,0.38,0.51,14.98
1047,Jackson-Lee,Representative,24-Jun-11,House,Libya,1,D,1047,Jackson-Lee,6,24,11,3235,21.01,25.26,80.68,51.5,9.21,4.73,1.7,1.79,0.25,0.43,0.56,4.48,8.62,10.82,7.23,1.95,6.4,1.3,2.6,16.57,6.49,1.3,1.17,0.34,0.03,7.57,0,0.25,1.61,6.18,3.21,2.94,0.22,2.1,0.4,17.06,1.89,2.26,1.61,1.3,1.82,1.64,5.63,2.41,0.96,0.31,0.37,0.25,0.46,0.15,0.25,0.06,0,12.89,2.26,6.21,4.23,3.18,3.28,0.43,0.19,0.74,0.03,1.14,0.06,0.06,0.03,5.87,4.45,0.12,0.4,0.15,0.03,0.22,0,1.7,0.4,0,13.76
1003,JohnsonIL,Representative,3-Jun-11,House,Libya,0,R,1003,JohnsonIL,6,3,11,355,15.43,32.39,75.77,44.51,10.14,7.32,2.82,2.82,1.69,0,0,2.82,4.79,9.01,3.94,0.85,5.92,0.85,2.54,12.11,7.32,1.69,3.1,1.97,0,10.42,0,1.13,2.25,8.17,4.79,3.38,0,3.38,0,18.31,3.1,0.56,1.41,2.54,1.41,0.56,7.04,2.82,0.85,0.28,0.56,0,0.56,0.56,0,0,0,12.11,0.85,7.61,3.66,3.38,3.38,0,0.28,1.41,0.56,1.69,0,0,0,6.48,12.11,0.56,0.28,0,0,0.28,0,1.41,0,0.56,21.69
1007,JonesNC,Representative,3-Jun-11,House,Libya,0,R,1007,JonesNC,6,3,11,234,13,27.35,78.21,50.85,15.81,6.84,2.99,1.71,0.43,0.43,1.28,8.97,7.26,13.68,7.69,0.85,9.83,1.28,5.13,10.68,4.7,1.71,1.28,0.43,0,10.26,0,0,4.7,2.56,2.56,0,0,0,0,18.38,6.84,2.56,1.28,0.43,0.43,0.43,3.85,2.56,4.27,0,2.56,1.71,0,0,0,0,0,9.83,0.85,5.56,3.42,1.71,1.71,0.43,0.43,0.43,0,0,0.43,0.43,0,6.84,8.12,0,0,1.28,0,0,0,2.99,0,0,19.23
1040,JordanOH,Representative,3-Jun-11,House,Libya,0,D,1040,JordanOH,6,3,11,426,25.06,35.68,73.47,46.01,8.22,5.4,0.7,3.52,0,0.94,0.23,2.82,7.51,9.62,7.75,0.23,5.63,1.88,3.29,14.08,5.63,0.47,1.41,0.23,0,8.69,0,0.23,1.41,4.69,3.52,1.17,0,0.23,0.7,15.49,2.11,2.35,1.64,1.17,3.05,1.88,3.05,1.41,0.47,0,0.23,0.23,0.23,0.23,0,0,0,13.85,2.35,7.51,3.52,5.16,6.34,0.47,0.23,0,0,0,0,0,0,4.23,4.46,0,0,0,0,0.94,0,1.88,0,0,11.5
1049,Kaptur,Representative,24-Jun-11,House,Libya,1,D,1049,Kaptur,6,24,11,578,23.12,34.26,69.72,42.73,10.03,4.5,1.04,2.42,0,0,1.04,5.54,6.23,9.69,5.88,1.04,5.71,0.69,2.08,11.94,5.02,0.69,2.77,1.21,0,5.19,0.17,0,0.17,4.84,2.94,1.9,0,1.21,0.17,10.38,1.38,1.21,0.17,1.38,0.87,0.35,3.81,1.9,2.25,0.35,0,0,0.17,0.17,0,0,0,14.71,1.73,8.48,4.5,2.77,1.73,0.69,0.35,2.25,0.17,0.52,0,0.35,0.17,5.71,5.88,0.17,0.17,0,0,0.17,0,3.98,0,0.17,16.26
1087,KingIA,Representative,24-Jun-11,House,Libya,1,R,1087,KingIA,6,24,11,207,14.79,32.85,79.23,49.76,19.32,11.11,3.86,3.38,0.97,0.97,1.93,8.21,6.28,16.91,10.14,2.9,10.14,2.9,1.45,5.8,5.31,1.93,0.97,0.48,0,14.49,0,0,1.45,6.28,1.93,4.35,0,2.9,0.48,15.46,2.9,0.48,3.38,0.97,0.97,0.97,4.83,2.42,2.42,0.48,1.93,0,0,0,0,0,0,8.7,1.93,3.86,2.9,2.9,4.83,0,0.97,0,0,1.45,0,0,0,7.25,3.86,0.48,0.48,0,0,0,0,4.35,0.48,0,17.39
1019,Kinzinger,Representative,3-Jun-11,House,Libya,1,R,1019,Kinzinger,6,3,11,189,11.81,25.93,85.19,53.44,15.87,7.94,2.12,3.17,2.12,0,0.53,7.94,6.88,14.29,8.47,1.59,10.05,0,2.12,13.23,6.88,0,1.59,0.53,0,12.17,0,0,3.7,8.47,6.35,2.12,1.06,1.06,0,14.29,2.12,1.59,0.53,0,1.06,1.59,6.88,0.53,1.59,0.53,0.53,0,0,0,0,0,0,15.34,2.65,8.99,3.7,1.06,0.53,0,0,2.12,0,0.53,0,0,0,8.47,5.82,0,0,0,0,0.53,0,3.17,0,0,17.99
1055,Kinzinger,Representative,24-Jun-11,House,Libya,1,R,1055,Kinzinger,6,24,11,309,14.71,27.18,77.99,51.13,11.33,6.47,2.59,1.94,0,0.97,0.97,4.85,8.41,14.56,10.36,1.62,10.03,1.94,3.88,13.59,4.21,0.97,0.97,0,0,5.83,0,0.32,0.32,3.56,2.91,0.65,0,0.32,0,13.27,1.94,1.94,1.29,0.97,0.32,1.29,5.5,0.65,1.29,0.32,0.32,0.32,0,0,0,0,0,19.09,3.88,8.09,6.47,2.59,1.62,0,1.29,0,0,0.32,0,0,0,6.47,4.85,0.32,0,0.65,0,0,0,3.88,0,0,16.18
1018,Kucinich,Representative,3-Jun-11,House,Libya,0,D,1018,Kucinich,6,3,11,694,14.77,26.95,71.47,47.69,10.23,5.48,2.45,2.59,0.43,0,0,4.76,9.08,12.39,6.48,1.3,6.34,1.15,2.31,14.99,3.89,1.15,2.16,0.29,0,6.77,0.14,0.14,1.01,4.9,2.02,2.74,0.14,1.73,0.58,12.68,2.59,1.3,2.16,2.02,0.43,1.44,2.74,2.45,1.73,0.86,0.72,0.14,0.43,0.43,0,0,0,10.37,1.59,5.76,3.03,2.59,3.31,0.43,0.43,0,0,1.15,0,0.14,0,8.07,6.34,0,0,0.29,0,0,0,2.16,0,0,16.86
815,Kucinich,Representative,24-Jun-11,House,Libya,0,D,815,Kucinich,6,24,11,213,19.36,20.19,72.3,50.23,10.8,4.23,0,4.23,0,0,0,6.57,8.92,9.86,5.63,2.82,2.35,1.41,2.82,15.02,3.29,0.94,3.29,1.41,0,6.1,0,0,0,3.76,0.47,3.29,0,2.35,0.47,12.68,0.94,1.41,2.35,0.47,1.88,1.41,3.76,1.88,0.47,0.47,0,0,0,0,0,0,0,14.55,2.35,5.63,6.57,1.88,1.41,0.47,0.94,3.29,0,1.88,0,0,0,5.63,3.76,0,0.47,0.47,0,0.47,0,3.76,0,0.47,15.02
1048,Kucinich,Representative,24-Jun-11,House,Libya,0,D,1048,Kucinich,6,24,11,1032,12.14,24.32,77.81,51.07,13.08,6.98,1.84,3.49,1.07,0.1,0.48,6.1,8.53,14.83,9.4,1.84,10.76,1.07,3.2,11.24,4.26,1.36,1.94,1.07,0,9.59,0,0.1,1.65,5.52,1.74,3.78,0.1,3.49,0.1,15.21,2.03,1.65,2.42,0.58,0.68,1.84,5.62,1.65,1.07,0,0.87,0.19,0.48,0.29,0,0,0.19,11.72,2.23,4.84,4.46,2.23,2.62,0.19,0,1.55,0.29,2.62,0.19,0.1,0,8.33,4.94,0.29,0.1,0.78,0,0.58,0,4.84,0,0.1,19.96
1023,Langevin,Representative,3-Jun-11,House,Libya,1,D,1023,Langevin,6,3,11,285,12.95,35.09,67.02,41.05,8.07,5.26,3.16,2.11,0,0,0,2.81,6.67,7.72,4.21,0,4.21,1.05,1.75,12.63,6.32,1.4,1.75,0,0,5.61,0,0.35,1.05,4.91,3.16,1.75,0.35,0.7,0.35,15.79,2.11,1.4,1.75,1.75,0.7,2.11,4.91,2.46,0.7,0,0.35,0.35,0.35,0,0.35,0,0,12.63,2.46,7.37,2.81,1.75,4.91,0.7,0.35,0,0,0,0,0,0,9.12,5.96,0,0,0,0,0,0,1.75,0,0,16.84
1088,Langevin,Representative,24-Jun-11,House,Libya,1,D,1088,Langevin,6,24,11,306,25.5,34.31,70.92,43.46,10.13,5.56,2.94,2.61,0,0,0,4.58,8.17,8.17,3.92,0.33,6.21,0.98,1.63,12.75,6.21,0.65,1.31,0,0,6.54,0,0.65,1.63,7.84,5.23,2.61,0.33,0.65,0.65,15.69,0.98,2.94,0.33,0.65,0.98,3.92,5.56,0.98,0.65,0,0.65,0,0.33,0,0.33,0,0,8.82,0.65,5.23,3.27,2.61,3.92,0.98,0.33,0,0.33,0,0,0,0.33,7.52,6.21,0,0,0,0,0,0,0.33,0,0,14.05
1028,Lee,Representative,3-Jun-11,House,Libya,0,D,1028,Lee,6,3,11,261,18.64,28.35,69.73,46.36,10.34,6.51,2.3,3.83,0,0.38,0,3.83,5.75,11.11,6.9,1.53,6.13,0.77,4.21,14.18,4.6,0.77,1.53,0.38,0,7.28,0,0,0,3.45,1.53,1.92,0,1.15,0.38,18.39,2.68,3.45,0.77,0.77,0.77,1.53,6.51,3.07,1.92,0,1.92,0,0,0,0,0,0,11.88,2.68,5.36,3.83,3.45,5.36,0,0,0,0,0.77,0,0,0,6.51,5.75,0,0.38,0,0,1.15,0,0.38,0,0,14.18
1077,LevinS,Representative,24-Jun-11,House,Libya,1,D,1077,Levin,6,24,11,105,11.67,32.38,69.52,40,7.62,2.86,0.95,1.9,0,0,0,4.76,7.62,14.29,9.52,2.86,5.71,2.86,3.81,7.62,3.81,0,1.9,0,0,2.86,0,0,0,6.67,1.9,4.76,0,0.95,0.95,20.95,5.71,1.9,5.71,1.9,1.9,1.9,1.9,1.9,0,0,0,0,0.95,0,0.95,0,0,13.33,2.86,4.76,5.71,3.81,3.81,0,0.95,0,0,0.95,0,0,0,9.52,2.86,0.95,0,0,0,0,0,1.9,0,0,15.24
1002,Lynch,Representative,3-Jun-11,House,Libya,0,D,1002,Lynch,6,3,11,209,20.9,27.27,75.6,50.72,12.92,7.18,2.87,2.87,0,0.48,0.96,5.74,6.7,10.05,6.7,1.44,6.22,0.48,3.83,13.88,3.83,1.91,1.91,2.39,0,8.13,0.48,0.48,0.48,7.66,3.83,3.83,0,1.91,0.48,14.83,0.48,1.91,0.48,0.96,2.39,1.44,4.78,1.44,1.44,0,0.96,0.48,1.91,0,1.91,0,0,10.05,0.96,7.18,2.39,2.39,3.35,0.96,0.48,0,0,0.96,0,0,0.48,5.74,4.78,0.48,0.96,0,0,0,0,3.83,0,0,15.79
1052,Lynch,Representative,24-Jun-11,House,Libya,0,D,1052,Lynch,6,24,11,342,16.29,25.73,74.56,51.75,13.45,8.48,3.51,3.8,0,0,1.17,4.97,6.73,11.11,6.14,2.34,6.43,0.58,5.26,15.5,4.09,0.88,2.92,2.63,0,10.23,0.58,0.88,1.17,4.39,1.75,2.63,0.29,1.75,0.29,11.11,0.29,1.46,0.29,0.88,1.17,1.17,4.39,0.88,1.75,0,1.17,0.58,0.58,0,0.29,0,0.29,16.08,1.46,10.23,4.68,2.05,2.34,0.58,1.17,0,0,0.29,0,0.58,0.29,7.6,6.73,0.29,0.58,0,0,0,0,4.09,0,0,19.3
1046,McCaul,Representative,24-Jun-11,House,Libya,0,R,1046,McCaul,6,24,11,354,20.82,29.66,77.12,48.02,12.71,6.5,1.98,1.98,0,2.26,0.28,6.21,7.91,9.32,5.93,1.69,6.78,0.28,2.82,13.56,5.65,1.41,0.85,0.28,0,10.73,0.28,0.28,1.98,6.78,2.54,4.24,0.28,2.82,0.85,14.97,2.26,1.69,0.56,1.13,1.98,1.41,5.08,1.69,1.41,0,1.41,0,0,0,0,0,0,9.89,1.69,4.8,3.11,4.24,5.37,0,0,1.13,0,1.41,0.56,0,0,4.24,7.34,0,0.28,1.13,0,0.28,0,3.95,0.28,0,17.8
1001,McClintock,Representative,3-Jun-11,House,Libya,0,R,1001,McClintock,6,3,11,260,20,30.77,76.15,48.46,10,5,0.77,3.08,0,1.15,0,5,6.92,13.46,8.08,1.54,9.62,1.54,5.38,10,7.69,1.54,1.54,0.38,0.38,6.54,0,0,0.38,5.77,2.31,3.46,0.38,2.69,0.38,21.54,2.31,3.46,2.69,4.23,2.31,0.77,6.92,3.85,0.77,0.38,0.38,0,0.77,0.38,0.38,0,0,11.15,3.46,4.23,3.08,2.69,4.23,0,0,0,0.77,0.38,0,0.38,0,4.62,5.77,0.77,0.38,0.38,0,0.38,0,1.92,0,0,14.23
1063,McClintock,Representative,24-Jun-11,House,Libya,0,R,1063,McClintock,6,24,11,149,13.55,37.58,72.48,46.98,12.75,6.04,0.67,2.01,0,1.34,2.01,6.71,6.71,6.04,4.7,0,6.04,0,4.7,12.08,4.03,2.01,1.34,0,0,8.05,0,0,1.34,6.04,1.34,4.7,0,2.68,0.67,15.44,3.36,0.67,0.67,0,2.01,1.34,3.36,4.03,0.67,0,0.67,0,0,0,0,0,0,14.77,4.03,5.37,4.7,1.34,2.01,0.67,1.34,1.34,0,2.01,0,0,0,7.38,6.71,0.67,0,0,0,0,0,0.67,0,0,15.44
1075,McDermott,Representative,24-Jun-11,House,Libya,1,D,1075,McDermott,6,24,11,186,12.4,23.66,83.33,54.3,15.05,9.14,4.84,1.08,0.54,2.69,0,5.91,9.14,15.05,7.53,10.22,4.3,0,2.15,13.44,4.84,1.08,0.54,1.08,0,11.29,0,0,1.08,2.69,2.69,0,0,0,0,11.29,2.15,1.61,0.54,1.08,0,1.08,4.3,2.15,3.76,1.08,2.15,0,1.08,0,0.54,0,0.54,12.9,3.23,5.38,4.3,4.3,3.76,0.54,0.54,0.54,1.08,1.08,0,0,0,8.6,5.38,0,0,0,0,0,0,0.54,0,0,14.52
998,McKeon,Representative,3-Jun-11,House,Libya,0,R,998,McKeon,6,3,11,598,22.15,44.31,71.07,38.8,10.54,7.36,4.52,2.34,0,0.17,0.33,3.18,6.35,8.19,4.35,0.5,4.52,1.51,1.67,11.04,3.68,2.17,1.34,0.33,0,7.02,0,0.5,0.67,5.52,3.01,2.51,0.17,1.34,0.67,15.55,3.34,3.18,1.17,0.33,1.67,2.34,2.51,1.51,0.84,0,0.67,0.17,0.5,0.17,0.33,0,0,10.87,1.84,5.85,3.01,3.18,3.01,2.01,0.17,0.5,0.17,0.17,0.17,0.17,0,6.86,6.02,0,0.67,0,0,0.33,0,0.67,0,0.17,14.72
1068,McKeon,Representative,24-Jun-11,House,Libya,0,R,1068,McKeon,6,24,11,720,15,34.44,74.03,44.72,14.03,8.19,4.31,3.06,0,0.14,0.69,5.83,6.39,10.14,6.11,1.11,5.97,1.67,2.22,11.81,3.47,0.97,1.25,0,0,9.17,0,1.11,1.81,7.22,4.58,2.64,0.42,1.94,0.14,15,1.39,2.78,2.22,1.53,1.39,1.94,3.47,1.39,1.53,0.14,0.97,0.42,0.42,0.42,0,0,0,11.81,1.25,6.11,4.44,3.47,3.47,0.97,0,0.97,0,0.28,0.28,0,0,8.75,5,0,0,0,0,0.28,0,2.08,0,0,16.11
1081,MeeksNY,Representative,24-Jun-11,House,Libya,1,D,1081,MeeksNY,6,24,11,168,12.92,30.95,73.81,46.43,14.88,9.52,0.6,8.33,0,0.6,0,5.36,8.33,12.5,8.33,1.19,8.93,1.19,1.79,9.52,3.57,0,0,0.6,0,14.29,0,0,2.38,1.19,1.19,0,0,0,0,12.5,1.79,1.19,0.6,0.6,0,0.6,7.74,1.19,2.38,0.6,1.79,0,0,0,0,0,0,14.88,1.79,5.95,7.14,4.17,3.57,0.6,0,0,0,0.6,0,0,0,10.12,6.55,0,0,0.6,0,0,0,2.38,0,0,19.64
1022,MillerJeff,Representative,3-Jun-11,House,Libya,0,R,1022,MillerJeff,6,3,11,127,21.17,29.13,77.95,48.82,13.39,9.45,4.72,0.79,0,0.79,3.15,3.94,5.51,10.24,7.09,2.36,6.3,1.57,3.94,14.17,5.51,0.79,0.79,0,0,8.66,0,0,0.79,5.51,3.15,2.36,0,2.36,0,18.11,4.72,1.57,1.57,0,4.72,1.57,4.72,0.79,1.57,0,1.57,0,0,0,0,0,0,15.75,0,11.81,3.15,3.94,5.51,0,0,0,1.57,1.57,0.79,0,0,4.72,7.09,0,0,0,0,0,0,1.57,0,0,13.39
1065,MillerMI,Representative,24-Jun-11,House,Libya,0,R,1065,MillerMI,6,24,11,268,11.17,24.25,77.24,52.24,16.79,12.31,2.61,3.73,0,2.24,3.73,4.48,5.6,13.43,8.96,2.61,7.09,0.75,4.1,11.19,4.48,1.87,1.49,0.37,0.37,13.81,0,0.37,1.12,4.85,1.87,2.99,0.75,1.87,0.37,13.06,1.87,1.49,0.75,0.37,0.37,0.75,4.85,1.87,2.61,0.75,1.87,0,1.12,0.75,0.37,0,0,8.58,1.12,4.48,2.24,2.99,1.49,0,0.37,3.73,0.37,0,0.37,0.37,0.37,10.07,6.72,0,0.75,0.37,0,0.37,0,3.36,0,0,21.64
1008,MoranVA,Representative,3-Jun-11,House,Libya,0,D,1008,MoranVA,6,3,11,822,17.49,26.03,78.59,53.28,14.23,7.06,0.24,5.11,0,0.49,1.22,7.18,7.18,13.63,10.1,1.09,9.12,1.34,2.43,13.26,6.57,1.82,1.34,0.24,0,9.37,0,0,0.97,4.38,2.8,1.58,0.36,0.24,0.49,20.07,2.55,3.04,1.58,1.09,2.55,0.85,6.33,3.04,1.46,0.73,0.49,0.24,0.61,0.36,0.24,0,0,11.07,2.07,5.6,3.28,3.04,4.26,0.36,0.12,0.36,0.36,0.49,0,0,0.12,5.47,5.72,0,0.12,0.24,0,0,0,2.92,0,0,14.48
1051,MoranVA,Representative,24-Jun-11,House,Libya,0,D,1051,MoranVA,6,24,11,757,18.46,31.04,72.79,46.24,12.02,6.34,0.26,3.83,0.13,1.59,0.53,5.68,7.4,10.96,7.13,1.06,7,1.32,1.85,12.29,4.76,1.19,1.59,0.4,0,10.44,0,0.26,1.59,6.87,3.43,3.43,0.26,2.38,0.53,16.91,2.64,1.45,1.72,0.92,1.06,1.45,6.47,2.25,0.79,0.13,0.4,0,0.66,0.26,0.26,0.13,0.13,10.83,0.92,5.94,3.83,2.38,2.25,0.79,0.4,0.53,0,0.92,0,0.13,0.13,5.81,6.47,0,0.53,0.13,0,0.13,0,2.25,0,0,15.32
1004,Nadler,Representative,3-Jun-11,House,Libya,0,D,1004,Nadler,6,3,11,381,15.24,28.61,74.54,50.39,9.19,4.2,0.26,2.1,0.26,0.52,1.05,4.99,10.24,12.6,8.92,4.99,5.25,1.05,3.15,12.34,4.2,2.36,1.31,0.26,0,7.35,0,0,0.79,3.67,1.31,2.36,0,2.1,0,14.96,3.41,1.84,2.1,1.84,1.05,0.52,3.41,3.41,1.84,0,1.05,0.79,0.79,0.52,0,0.26,0,10.76,1.84,4.2,4.46,3.15,4.46,0,0.26,0.26,0,1.57,0.26,0,0,7.35,6.56,0,0.52,0,0,0,0,2.36,0,0,16.8
1037,Palazzo,Representative,3-Jun-11,House,Libya,0,R,1037,Palazzo,6,3,11,171,17.1,33.33,72.51,45.03,10.53,9.36,1.75,6.43,0,0.58,0.58,1.17,7.02,11.11,5.85,0,7.02,2.34,4.09,9.94,8.19,1.17,0.58,1.17,0,12.28,0.58,0.58,1.75,9.94,5.85,4.09,0.58,1.75,2.34,20.47,2.92,2.34,2.92,1.17,2.92,1.17,8.77,0.58,1.17,0.58,0.58,0,1.17,0.58,0.58,0,0,7.6,1.75,2.34,3.51,4.09,4.68,0.58,1.75,0,0,1.17,0.58,0,0,5.26,5.26,0,0,0.58,0,0,0,1.75,0,0,12.87
