ID NO,Name,Title,Date,Venue,Region,Oppose/Support,Party Affiliation,IDNO,Name,Month,Day ,Year,WC,WPS,Sixltr,Dic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct
1010,Paul,Representative,3-Jun-11,House,Libya,0,R,1010,Paul,6,3,11,164,13.67,23.17,79.27,51.83,20.73,9.76,2.44,6.71,0,0,0.61,10.98,3.05,15.85,10.37,3.66,7.32,3.66,2.44,10.98,4.27,2.44,0,0,0,13.41,0,0,0.61,5.49,3.66,1.83,0,1.22,0,23.17,1.83,1.22,5.49,1.22,0.61,3.05,8.54,3.05,0.61,0,0.61,0,0.61,0,0.61,0,0,9.15,3.66,1.83,3.66,1.83,3.66,0,0,0,0.61,1.22,0,0,0,7.93,4.27,0,0,0,0,0,0,0.61,0,0,12.8
814,Paul,Representative,24-Jun-11,House,Libya,0,R,814,Paul,6,24,11,172,15.64,25.58,77.33,58.14,13.95,6.4,4.07,1.74,0,0.58,0,7.56,5.81,15.7,12.79,1.16,6.98,1.74,4.65,7.56,6.4,0.58,1.16,7.56,0,5.23,0,0.58,0.58,3.49,2.91,0.58,0,0,0,14.53,1.74,1.16,0.58,0,1.16,1.16,5.23,2.91,1.74,0.58,1.16,0,0,0,0,0,0,9.88,0.58,4.07,5.23,2.33,5.81,0,0,0.58,0,0,0.58,0,0,8.72,8.72,0.58,0,0,0,0,0,1.74,0,0,19.77
1061,Paul,Representative,24-Jun-11,House,Libya,0,R,1061,Paul,6,24,11,858,13.2,25.87,79.49,55.13,14.34,6.88,1.63,4.2,0.35,0.35,0.35,7.46,6.76,16.32,10.49,2.21,11.42,1.05,5.94,11.07,6.18,1.75,2.68,0.82,0,7.81,0,0,0.47,5.13,2.68,2.45,0.23,1.17,0,17.25,2.56,2.1,1.52,1.86,0.93,1.28,5.48,1.75,0.82,0.23,0.58,0,0.47,0,0.47,0,0,12.24,2.33,6.64,2.91,2.45,3.38,0.12,0.23,1.17,0,1.05,0.12,0.23,0,8.04,5.83,0.23,0,0.58,0,0.23,0,4.66,0,0,19.58
1043,Pence,Representative,3-Jun-11,House,Libya,0,R,1043,Pence,6,3,11,400,17.39,33,75.75,44.75,9.5,6.25,2.75,3,0.25,0.25,0,3.25,7.25,10.75,6.75,1.5,5.25,1.5,3,12.75,3.5,1.5,1,0.5,0,8,0,0,1.75,6,3.75,2.25,0.25,1.5,0.25,16.25,3,2.5,0.5,0.5,3,1.25,4.5,1.25,1.5,0,1.25,0.25,0.25,0.25,0,0,0,13.5,1.5,8.25,3.75,3.5,4,0,0.5,0,0.5,0.5,0,0,0,6,6,0,0,0,0,0.25,0,1.25,0,0,13.5
929,Poe,Representative,29-Mar-11,House,Libya,0,R,929,Poe,3,29,11,165,15,33.94,76.97,45.45,7.88,3.03,0.61,1.21,0,0.61,0.61,4.85,10.3,10.91,7.88,0,9.7,0.61,4.85,10.91,4.24,1.21,1.82,0.61,0,9.09,0,0,3.64,7.88,2.42,5.45,2.42,2.42,0,12.12,2.42,0.61,1.21,1.82,0,1.82,1.82,1.21,1.21,0,0.61,0.61,0,0,0,0,0,13.33,0,8.48,3.64,3.64,4.24,0,0.61,0,0,1.82,0,0,0.61,7.27,2.42,0,0,1.21,0,0,0,7.27,0,0,18.18
1005,Poe,Representative,3-Jun-11,House,Libya,0,R,1005,Poe,6,3,11,287,13.67,24.39,73.17,47.39,10.45,5.57,1.05,3.14,0.7,0,0.7,4.88,12.89,11.5,6.62,4.53,5.92,0.35,1.74,8.36,3.83,2.09,1.74,0,0,9.06,0,0,1.39,6.62,2.79,3.83,0,3.14,0,16.03,1.39,0.35,0.7,1.74,2.44,1.39,5.57,2.79,2.79,0,2.79,0,0,0,0,0,0,8.71,3.48,3.48,1.74,3.48,4.88,0,0,0.35,0.35,2.79,0,0.7,0,8.71,6.97,0.7,0,0,0,0,0,0.35,0,0,16.72
816,Poe,Representative,24-Jun-11,House,Libya,0,R,816,Poe,6,24,11,160,10,27.5,73.12,44.38,7.5,4.38,0.62,2.5,1.25,0,0,3.12,7.5,11.88,9.38,1.88,6.88,1.88,5,9.38,4.38,2.5,0.62,1.88,0,8.12,0,0,1.88,9.38,2.5,6.88,0,6.88,0,11.25,0.62,1.25,1.88,0.62,0.62,0.62,3.12,2.5,2.5,0,2.5,0,0,0,0,0,0,13.12,0.62,9.38,1.88,2.5,3.12,0,0,2.5,0,5,0,0,0,6.88,5.62,0,0,3.75,0,0,0,5.62,0,0.62,22.5
1076,Poe,Representative,24-Jun-11,House,Libya,0,R,1076,Poe,6,24,11,515,11.44,23.3,78.25,53.4,15.15,7.38,1.36,4.27,0,0.39,1.36,7.77,6.02,16.12,11.84,2.14,9.51,1.75,2.52,12.43,4.08,2.14,1.17,0.39,0,8.74,0,0,0.97,5.05,1.36,3.69,0,2.91,0,19.42,3.3,3.11,2.14,2.52,0.97,0.97,5.83,2.52,0.58,0,0.39,0.19,0,0,0,0,0,13.2,2.72,7.18,3.3,2.72,2.91,0,0.39,1.75,0,2.14,0,0,0.19,8.54,2.91,0,0,0.39,0,0.39,0,3.88,0,0.39,16.5
999,Rangel,Representative,3-Jun-11,House,Libya,1,D,999,Rangel,6,3,11,352,17.6,27.27,78.69,52.84,16.48,9.66,2.56,3.69,0.85,0.57,1.99,6.82,7.67,13.35,7.95,2.56,8.52,0.57,2.84,7.95,8.24,3.98,0.85,0,0,16.19,0.57,0.85,2.84,7.39,4.55,2.84,0,0.85,0.28,20.17,1.99,2.27,1.7,2.27,1.42,0.28,6.25,5.4,1.99,0,1.7,0.28,0.57,0.28,0,0.28,0,6.53,1.42,1.99,2.56,2.27,4.26,0.28,0.28,0,0.85,1.14,0,0.57,0,5.97,6.25,0,0.85,0,0,0,0,2.84,0,0,15.91
1039,Reyes,Representative,3-Jun-11,House,Libya,1,D,1039,Reyes,6,3,11,414,27.6,34.78,75.6,45.65,10.87,7.73,3.62,3.14,0,0.24,0.72,3.14,7.49,7.73,4.59,1.93,4.59,0.97,3.62,14.01,5.31,0.72,1.93,0,0,10.87,0,0.48,0.48,3.62,1.45,1.93,0.48,1.45,0,15.46,4.11,2.17,0,0.97,1.93,1.21,3.86,1.45,1.45,0.72,0.24,0.24,0,0,0,0,0,13.04,2.42,5.31,5.31,3.14,1.21,1.21,0.97,0.48,0,0.24,0,0,0.24,3.62,5.31,0,0,0,0,0.24,0,0.72,0,0,9.9
1036,Rigell,Representative,3-Jun-11,House,Libya,0,R,1036,Rigell,6,3,11,140,35,35,70,40,9.29,6.43,5,1.43,0,0,0,2.86,8.57,9.29,5,2.86,5.71,0,2.14,10.71,2.86,2.14,0.71,0.71,0,6.43,0,2.14,0,7.14,5,2.14,0,2.14,0,13.57,4.29,2.14,0,0,1.43,0.71,3.57,1.43,1.43,0,1.43,0,0.71,0,0,0.71,0,7.86,1.43,5.71,0,5,5,0.71,1.43,0,0,0.71,0,0,0,5.71,5.71,0,0,0,0,0,0,5,0,0,16.43
1000,RogerMI,Representative,3-Jun-11,House,Libya,1,R,1000,RogersMI,6,3,11,800,13.79,27.12,78.12,51.12,19.62,12.25,2.12,6.25,1,1.75,1.12,7.38,5,15.62,9.38,0.75,12.62,1,3.62,10,4.62,1.62,0.5,0.75,0,14.12,0,0.25,0.88,8.88,4.5,4.38,0.75,2.5,0.38,15.75,2.5,1.25,1.5,0.75,1.38,1.25,6,1.38,1.25,0.5,0.5,0.25,1.12,0.88,0.12,0.12,0,11.62,2.5,7.25,1.88,1.25,2,0.5,0.25,0,0.12,0.5,0.88,0,0.12,7.25,5.62,0.12,0,0.75,0,0.38,0,5.25,0,0,19.38
1044,Rooney,Representative,24-Jun-11,House,Libya,0,R,1044,Rooney,6,24,11,862,20.52,24.25,79.23,53.02,12.3,7.08,1.16,3.94,0.23,0.81,0.93,5.22,7.19,13.23,8.35,2.2,8.93,0.81,2.9,13.46,8.7,2.09,1.51,0.58,0,11.02,0.12,0.12,1.04,3.83,1.97,1.86,0,1.62,0,18.45,1.28,1.51,1.74,3.13,1.04,0.58,7.19,4.18,2.67,0.12,2.55,0,0.93,0.35,0.35,0,0.23,12.06,1.74,5.34,4.87,2.55,3.94,0.58,0.46,0.7,0,0.81,0.12,0.12,0,4.52,7.54,0.23,0.23,0.7,0,0,0,4.29,0,0,17.52
995,Ros-Lehtinen,Representative,3-Jun-11,House,Libya,0,R,995,Ros-Lehtinen,6,3,11,1569,19.61,36.07,71.26,44.3,10.07,4.72,1.66,1.85,0,0.7,0.51,5.35,8.41,6.88,5.29,0.45,3.89,1.59,2.49,12.49,5.86,0.7,1.15,0.25,0,7.27,0.13,0.32,0.96,5.1,3,2.04,0,1.59,0.06,16.63,2.36,2.55,1.78,1.15,1.47,2.42,4.65,1.85,1.66,0.13,1.34,0.13,0.45,0.13,0.32,0,0,10.52,1.72,6.31,2.55,2.61,3.31,0.57,0.51,0.38,0.13,0,0,0.13,0.06,7.52,6.18,0.13,0,0.57,0,0.25,0,1.34,0.06,0,16.12
1073,Ros-Lehtinen,Representative,24-Jun-11,House,Libya,0,R,1073,Ros-Lehtinen,6,24,11,659,20.59,41.73,71.17,42.79,8.35,4.25,2.12,1.52,0,0.46,0.15,4.1,7.13,10.02,7.13,1.21,5.46,1.67,3.34,12.29,4.1,0.61,0.91,0.15,0,6.53,0,0.3,0.91,4.7,2.73,1.97,0,1.52,0,17.3,3.64,2.58,1.67,1.67,2.43,1.82,4.1,1.06,0.91,0,0.91,0,0.76,0,0.76,0,0,11.99,1.82,6.22,3.95,4.1,3.19,0.91,0,0,0.46,0,0.15,0.15,0,9.1,5.77,0.15,0.91,0.15,0,0.61,0,2.28,0.15,0,19.27
1059,ScottGA,Representative,24-Jun-11,House,Libya,0,D,1059,ScottGA,6,24,11,223,17.15,23.77,82.06,52.47,11.21,3.59,0.9,2.24,0.45,0,0,7.62,8.97,13.45,9.87,1.35,9.87,1.35,4.48,10.31,4.93,1.35,2.69,1.35,0,10.31,0,0,1.35,6.28,3.14,3.14,0,1.79,0.45,14.35,1.35,1.35,1.35,1.35,1.35,0.9,4.93,3.59,1.79,1.35,0.45,0,0,0,0,0,0,9.87,4.04,4.48,0.9,1.35,3.14,0.45,1.79,0.9,0,0.9,0,0,0,5.83,4.93,0,0.45,0,0,0.45,0,0.9,0,0,12.56
1016,Sherman,Representative,3-Jun-11,House,Libya,0,D,1016,Sherman,6,3,11,997,16.9,27.78,77.43,52.06,13.34,6.02,1,3.61,0.5,0.1,0.8,7.32,7.82,11.33,7.82,0.4,8.22,1.71,3.31,12.44,6.62,1.71,1.91,0.1,0,9.33,0,0,0.7,3.91,1.71,2.11,0.6,1.3,0,19.86,3.01,1.71,1.6,2.31,2.01,1.71,6.12,3.11,0.8,0,0.8,0,0.5,0.2,0.3,0,0,10.53,2.71,3.31,4.21,2.61,3.91,0.3,0,0.7,0,1.1,0.2,0.1,0,5.22,5.22,0.1,0.4,0.9,0,0.2,0,2.11,0.1,0,14.34
1058,Sherman,Representative,24-Jun-11,House,Libya,0,D,1058,Sherman,6,24,11,350,19.44,26.29,76.29,52,13.71,6,1.43,2.86,0,0.86,0.86,7.71,7.14,12,9.14,1.71,6.57,2.57,2.86,11.71,6,1.43,2,0.86,0,7.14,0,0,0.57,4,2,2,0,1.14,0.57,19.71,2,1.43,3.71,2.29,2,2.57,5.71,3.43,1.14,0.57,0.57,0,0,0,0,0,0,8.29,2,4.57,1.71,3.14,6.29,0.29,0.57,0.86,0.29,0.29,0.57,0,0,5.43,6.86,0,0,0.57,0,0,0,2.29,0,0.29,15.43
1080,SmithNJ,Representative,24-Jun-11,House,Libya,0,R,1080,SmithNJ,6,24,11,472,15.23,35.38,71.19,45.76,10.81,6.36,3.39,1.48,0.21,0.85,0.42,4.45,6.36,8.47,5.08,3.39,2.75,0.42,7.2,10.59,5.3,2.12,1.48,0.42,0,9.96,0,0.21,1.69,3.18,1.27,1.91,0.21,1.48,0,16.31,3.6,2.12,0.85,2.97,1.48,1.48,3.81,2.33,1.27,0,1.06,0.21,0.21,0.21,0,0,0,12.29,2.12,5.51,4.87,2.12,1.69,0,0,0.21,0,1.27,0.21,0,0.21,9.32,6.36,0,0,0.85,0.21,0.21,0,1.69,0,0,18.64
1032,SmithWA,Representative,3-Jun-11,House,Libya,1,D,1032,SmithWA,6,3,11,1248,17.33,26.44,80.13,56.01,14.5,7.53,2.88,3.61,0,0.72,0.32,6.97,6.97,15.95,11.62,3.93,9.05,1.52,3.69,10.82,4.81,2.72,2.64,0.32,0,8.65,0,0.08,1.84,4.33,2.96,1.36,0.32,0.64,0.16,21.15,3.29,1.6,2.08,1.68,2.16,1.84,6.01,3.45,1.12,0.16,0.8,0.16,0.32,0.16,0.16,0,0,10.98,1.6,6.17,2.8,1.84,3.29,0,0.24,0.08,0,0.08,0.32,0,0,6.01,5.45,0.08,0.24,0.08,0,0,0,1.76,0,0,13.62
1045,SmithWA,Representative,24-Jun-11,House,Libya,1,D,1045,SmithWA,6,24,11,1892,16.6,26,78.75,55.18,16.65,8.35,2.17,4.28,0.26,0.48,1.16,8.3,6.66,14.9,10.25,2.22,10.57,0.9,3.59,12.16,4.81,1.8,1.74,0.37,0,10.78,0.05,0,1.32,4.39,3.07,1.32,0.32,0.69,0.16,18.92,2.54,1.59,2.17,1.27,1.85,2.01,6.4,2.01,1.69,0.16,1.16,0.37,0.32,0.21,0.11,0,0,10.89,1.59,5.92,3.44,0.74,2.11,0.32,0.37,0.16,0.05,0.05,0.42,0.21,0.26,6.45,5.76,0.05,0.05,0.21,0,0.21,0,2.01,0,0,14.75
1013,Southerland,Representative,3-Jun-11,House,Libya,0,R,1013,Southerland,6,3,11,129,18.43,24.03,79.84,53.49,12.4,6.2,3.88,2.33,0,0,0,6.2,6.98,13.95,10.85,2.33,10.85,0.78,2.33,12.4,7.75,0,2.33,0,0,5.43,0,0,2.33,5.43,1.55,3.88,3.1,0,0,13.18,0.78,0.78,0.78,0.78,2.33,3.1,5.43,0.78,0,0,0,0,0,0,0,0,0,14.73,1.55,4.65,7.75,1.55,1.55,0,3.1,0.78,0,0,0,0,0,5.43,3.1,0,0,0,0,0,0,0,0,0,8.53
1021,Stark,Representative,3-Jun-11,House,Libya,0,D,1021,Stark,6,3,11,186,15.5,28.49,73.66,43.55,7.53,3.76,2.15,1.61,0,0,0,3.76,5.38,9.68,4.84,1.08,5.38,1.08,1.61,16.67,4.84,2.15,1.08,0,0,5.38,0,0.54,1.61,5.91,2.15,3.76,0,3.76,0,16.13,3.76,2.69,0.54,0.54,0,0.54,7.53,1.08,0.54,0,0.54,0,0.54,0,0.54,0,0,13.98,3.23,5.38,6.45,3.23,4.84,0,0,0,0,3.23,0,0,0,6.45,5.91,0,0,0,0,0,0,0,0.54,0,13.44
1072,Stark,Representative,24-Jun-11,House,Libya,0,D,1072,Stark,6,24,11,357,14.28,34.17,68.91,43.14,12.04,7.56,1.68,5.88,0,0,0,4.48,5.04,6.72,2.8,0.56,3.92,0.56,2.24,14.57,4.48,1.4,1.12,0,0,8.68,0,0.56,1.12,4.48,1.68,2.8,0,2.8,0,15.41,0,0.56,1.12,0,1.12,3.36,8.4,0.84,0.56,0,0.56,0,1.68,0.56,1.12,0,0,16.25,1.68,9.52,5.04,2.8,2.24,1.12,0,1.12,0,1.68,0,0,0,8.68,4.48,0,0,0,0,0,0,0,0,0,13.17
1031,Stivers,Representative,3-Jun-11,House,Libya,,R,1031,Stivers,6,3,11,298,21.29,36.58,77.52,45.64,13.42,10.4,5.03,3.36,0.34,0.67,1.01,3.02,6.38,14.09,7.38,1.68,9.4,2.01,1.68,10.4,6.04,2.01,0.67,0,0,9.4,0,0,0.67,6.38,5.37,1.01,0,0,0.34,21.14,7.05,2.68,2.68,2.35,0,1.34,5.7,2.01,1.34,0,1.34,0,0.67,0,0.67,0,0,9.73,0.67,4.36,5.7,2.68,5.37,0,0,0,0,0,0.34,0,0,6.04,6.04,0,0,0,0,0.67,0,2.35,0,0,15.1
1069,Terry,Representative,24-Jun-11,House,Libya,0,R,1069,Terry,6,24,11,165,13.75,29.09,77.58,52.73,14.55,7.27,3.64,3.03,0,0.61,0,7.27,8.48,11.52,7.88,5.45,6.06,0,3.64,11.52,5.45,1.82,0.61,1.82,0,4.85,0,0.61,0,4.24,4.24,0,0,0,0,12.12,0.61,1.21,0,0.61,0.61,2.42,6.06,0.61,1.82,1.21,0,0.61,1.21,0.61,0.61,0,0,15.15,3.03,6.67,4.85,2.42,4.24,0.61,0,1.21,0,0,0,0,0,7.27,2.42,0,1.21,0,0,0,0,1.82,0,0,12.73
1035,Turner,Representative,3-Jun-11,House,Libya,0,D,1035,Turner,6,3,11,276,16.24,32.97,75,45.29,13.77,10.87,1.81,5.8,0.36,1.09,1.81,2.9,5.8,16.3,8.33,2.54,11.59,0.36,1.81,9.78,2.54,3.62,0.36,1.09,0,13.77,0,0.72,0.72,3.99,2.9,1.09,0,1.09,0,17.39,5.07,1.09,0.72,0.36,0.72,1.09,5.07,3.99,3.62,1.09,2.17,0.36,0.72,0.72,0,0,0,6.52,1.45,3.99,1.45,3.62,2.54,0.36,2.17,0,0,0.36,0,0,0.36,6.88,5.43,0,1.09,0.36,0,1.45,0,1.81,0,0,17.03
1050,Turner,Representative,24-Jun-11,House,Libya,0,D,1050,Turner,6,24,11,309,14.05,34.95,73.14,47.25,9.39,7.44,0.97,3.88,0.32,0.65,1.62,1.94,8.41,13.92,8.09,1.29,10.36,0.97,1.29,13.59,4.85,2.59,0.97,0,0,10.68,0,0.32,1.29,5.83,4.21,1.62,0,1.29,0,15.86,2.59,0.97,0.65,1.62,1.29,2.27,3.56,4.21,1.29,0.65,0.65,0,0,0,0,0,0,7.44,1.94,4.53,1.29,2.91,3.56,0.32,0.97,0.32,0,0.32,0,0,0.32,10.36,4.21,0.32,0.32,0.32,0,0.65,0,0.97,0,0,17.15
1020,VanHollen,Representative,3-Jun-11,House,Libya,1,D,1020,VanHollen,6,3,11,371,20.61,33.15,71.43,40.43,6.74,5.66,1.62,1.62,0,1.62,0.81,1.08,7.82,8.36,4.31,2.16,3.5,0.81,0.81,15.63,3.77,0.54,1.62,0,0,10.24,0,0.27,1.35,4.31,2.43,1.89,0,0.54,0.54,15.09,2.43,3.23,0.54,1.08,0,3.23,4.58,0.27,2.43,0.81,1.35,0.27,1.08,0.54,0.54,0,0,10.51,2.16,6.47,2.16,4.31,4.85,1.08,0.54,0.27,0.27,0.27,0,0,0,8.36,4.04,0,0,0,0,0.27,0,5.12,0,0,17.79
1082,Welch,Representative,24-Jun-11,House,Libya,1,D,1082,Welch,6,24,11,118,16.86,28.81,79.66,46.61,10.17,7.63,3.39,4.24,0,0,0,2.54,11.02,9.32,5.93,0,9.32,0,0.85,11.02,3.39,0.85,0.85,2.54,0,9.32,0,0,2.54,6.78,2.54,4.24,0,2.54,0,16.1,1.69,1.69,0,0,0.85,5.08,6.78,0,0.85,0,0.85,0,0.85,0,0.85,0,0,11.02,1.69,7.63,1.69,2.54,8.47,0,0,0.85,0,2.54,0.85,0,0,11.02,7.63,1.69,0.85,0,0,0,0,0,0,0,21.19
1025,West,Representative,3-Jun-11,House,Libya,,R,1025,West,6,3,11,1010,32.58,33.76,65.64,39.01,4.46,2.08,0.89,0.69,0,0.1,0.4,2.38,7.62,9.21,4.95,0.89,3.96,0.5,1.68,14.75,4.46,1.19,1.39,0.59,0,3.66,0,0.1,0.5,5.84,1.78,3.96,0,3.47,0.4,13.37,2.87,2.57,0.3,1.49,1.58,1.29,2.67,1.98,0.2,0,0.1,0,0.3,0,0.3,0,0,12.18,0.99,6.83,4.06,4.06,5.74,0.3,0.3,0.4,0,1.68,0.1,0,0,4.55,5.94,0,0.2,0.1,0,0.3,0,2.18,0.3,0,13.86
1085,West,Representative,24-Jun-11,House,Libya,,R,1085,West,6,24,11,255,23.18,16.86,79.61,52.94,19.22,9.8,4.31,2.35,0.78,0.39,1.96,9.41,7.45,11.37,4.71,1.57,7.84,0.39,3.92,13.73,4.71,0.78,1.57,0.39,0,13.73,0.39,0.39,2.35,3.53,1.96,1.57,0,1.57,0,10.2,0.78,0,1.57,1.18,0.39,1.18,4.31,1.57,1.18,0.39,0.78,0,0.39,0.39,0,0,0,14.9,2.35,7.06,3.14,1.96,0.78,0.39,0,0,0,1.18,0,0,0,5.1,4.71,0.78,0.39,0,0,0,0,0.78,0,0,11.76
1137,Woolsey,Representative,25-May-11,House,Libya,0,D,1137,Woolsey,5,25,11,431,13.47,25.52,78.42,52.2,13.46,6.96,1.62,4.87,0.23,0,0.23,6.5,6.26,13.46,9.28,0.93,9.51,2.32,2.78,12.3,4.41,1.86,3.94,1.16,0,10.44,0.23,0.23,2.09,5.1,2.32,2.78,0,2.09,0.7,17.17,1.16,1.62,1.62,3.48,1.62,1.16,6.03,2.32,1.39,0,0.93,0.46,0.46,0.23,0.23,0,0,14.15,2.32,6.73,4.64,2.78,2.32,0.46,0.23,1.16,0,0.93,0,0,0,6.73,4.64,0,0,0.7,0,1.39,0,1.39,0.23,0.23,15.55
1006,Woolsey,Representative,3-Jun-11,House,Libya,0,D,1006,Woolsey,6,3,11,307,12.79,29.97,73.29,46.91,9.45,4.23,0.33,2.93,0,0,0.98,5.21,9.45,11.73,7.82,1.3,6.84,1.63,2.28,11.4,3.91,2.28,0.65,1.63,0,5.86,0,0,0.98,4.56,1.95,2.61,0.65,1.63,0.65,15.31,2.61,1.3,2.28,1.3,1.63,0.65,4.56,2.93,1.63,0.33,0.98,0.33,0.65,0.65,0,0,0,13.03,1.3,5.21,6.19,1.3,2.93,0.33,0.98,1.3,0,1.3,0.33,0,0,6.84,5.54,0,0,0.98,0,0.65,0,4.56,0,0.33,18.89
1030,YoungFL,Representative,3-Jun-11,House,Libya,0,R,1030,YoungFL,6,3,11,513,19,29.24,79.73,52.83,12.87,6.24,2.92,2.92,0,0.19,0.19,6.63,7.99,12.09,7.21,1.36,7.6,0.78,5.85,13.45,5.65,0.97,3.12,0.19,0,6.82,0,0.58,0,2.92,1.75,1.17,0,0.78,0,16.37,2.34,1.95,0.19,1.75,0.97,1.75,5.65,1.56,0.97,0.19,0.58,0.19,0.39,0,0.39,0,0,11.7,2.53,5.46,3.7,3.12,2.53,0.97,0,2.92,0,0.19,0,0,0,3.7,7.41,0.39,0.19,1.95,0,0,0,2.14,0,0.19,15.98
1038,YoungIN,Representative,3-Jun-11,House,Libya,0,R,1038,YoungIN,6,3,11,180,18,32.78,77.78,47.22,11.67,5.56,1.11,3.89,0,0.56,0,6.11,5,15.56,9.44,2.78,7.22,2.22,4.44,11.11,4.44,0.56,1.67,0.56,0,10.56,1.11,0.56,1.11,8.89,7.22,1.67,0,0.56,1.11,14.44,2.22,0.56,1.67,0.56,3.33,2.22,4.44,0,1.67,0,1.67,0,0,0,0,0,0,16.11,2.22,8.89,4.44,2.78,3.33,0,0.56,0.56,0,0,0,0.56,0,6.11,11.11,0,0,0.56,0,0,0,2.78,0,0.56,21.11
